timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
2021-01-01 00:00:00,0.5187784303665344,0.859713640730917,0.009100866707980049,0.9997156024810488,0.5927586127003907,0.9857175530472454,0.9891982666034312,0.48129391815224576,0.761165853189643,0.3590660577255756,0.4289158571118145,0.39611545676741866,0.9860642941901938,0.08057208470642588,7.77665070198185e-05,0.21148847486874273,0.777263484156842,0.11820721799290416,0.00044587137649758346,0.033843490582921895,0.9785985318712532,0.5061283372848847,0.8852908452868019,Moderate Risk,0.9258901393612972
2021-01-01 01:00:00,0.17539091918599062,0.05926192223688085,0.006767491677568586,0.4264179231704715,0.15919922778663428,0.3967004840763102,0.1178620536160742,0.6207807259888127,0.19659297464670966,0.23065953405619968,0.7018372789685189,0.6004536593224769,0.4632329966159605,0.8291549631692596,0.5266400717786206,0.004930147087943637,0.09183861904772393,0.9611986376634138,0.10372756362234767,0.2017253876198822,0.9185858311833909,0.9807830663713769,0.5441762208562888,High Risk,0.8479400528263847
2021-01-01 02:00:00,0.0010319894642204592,0.894615515949544,0.006053558388987646,0.9960950103179466,0.8787765832543564,0.8324095188505924,0.8267176921899186,0.8109338353793768,0.15274040281144988,0.0272100934032499,0.960506380637612,0.06194369183338094,0.5985605564720642,0.9374611314386507,0.15101481097087668,0.07017947953440863,0.25352944409899547,0.6570414249532748,0.09902811878460306,0.26404499336317033,0.394214688677137,0.9986326308952683,0.8033214134847876,High Risk,0.27363269172967397
2021-01-01 03:00:00,0.3324611298717658,0.9961894138120944,0.2146389525209287,0.7278659523304158,0.004525714953271857,0.0005732836381499812,0.006708046306113905,0.008525059269198396,0.8118848696819814,0.6166191175937192,0.8899615898772595,0.004797734682210106,0.7427345464342661,0.20135523811054135,0.24549794981646839,0.19697493662153176,0.8775764701897508,0.05489050864867247,0.9275633821265027,0.3628851613305897,0.9054437490092397,0.9933199921054265,0.025974416463260788,High Risk,0.9420747545098496
2021-01-01 04:00:00,6.39642201307083e-05,0.9997561047119887,4.99214523797951e-06,0.7451535666113855,0.8004851344970577,0.9149257089042564,0.6935312264013473,0.02008343857475726,0.05365818464107377,0.9523845909582314,0.00617585096588748,0.9746918560404739,0.4310883135346894,0.9286782367164937,0.2066856408429633,0.24858952484399818,0.2620808771848015,0.8861437217542466,0.6545397943183584,0.016957483528270187,0.25870169713038366,0.9124285839056683,0.9911220391859155,High Risk,0.8127069570769451
2021-01-01 05:00:00,0.8932274671040047,3.2253863652112125e-05,0.03557114488990394,0.9803409058323892,0.04994049772901119,0.8225912262122291,0.05967136331563613,0.06207394120903869,0.3973225549283407,0.701698885669543,0.9964329829339245,0.00425000285079386,0.9348437815829043,0.06330828903119716,0.35232187151819233,0.42602782013627444,0.04137788817937427,0.9492600640469113,0.36974366454944135,0.1839637869706811,0.9786204242811078,0.8382794578116682,0.9820234183347049,High Risk,0.030807625807321905
2021-01-01 06:00:00,0.19231952162521818,0.48119762652144926,0.05198734229495933,0.9999970089543129,0.8750501604217702,0.006048357759122456,0.7608507528246233,0.33323724460608656,0.0026876936627014234,0.35768913028663246,0.7507505812380927,0.21848411369519002,0.595347298533113,0.010958551577177112,0.9349574123056803,0.01846665159729964,0.24334814878745514,0.9870429143400008,0.8132588150914678,0.020698630915456286,0.9865966134945651,0.9993569006462427,0.06145386218580482,High Risk,0.5946144253025086
2021-01-01 07:00:00,0.13009423468441642,0.35366727993726665,0.03164656811425981,0.33935808701525555,0.48130785407247856,0.2562933879354919,0.41176960936728696,0.021811967311121633,0.24085826579408584,0.6081997836467828,0.9587155065321709,0.638681824450101,0.7938950970713287,0.00028358378285054807,0.7665737988379611,0.9367766839390483,0.34449623601543067,0.29541813085830576,0.21264395971903186,0.012489724246911397,0.18507760340880078,0.5139774645319736,0.9795374706632093,Moderate Risk,0.7860631225870385
2021-01-01 08:00:00,0.48935971393270805,0.5820416169716836,0.04537419992827167,0.9941250047592263,0.9613161334977935,0.10981694497836716,0.020499721126397953,0.04930394787757137,0.18304693832871638,0.8679998848153653,0.8452268702639621,0.4271733956525549,0.24222775759547727,0.3441435052725334,0.994265100657429,8.05170915506547e-07,0.9141293149485579,0.7158853630195248,0.3710806145246751,0.876878976296788,0.9964312804797635,0.32123416115602915,0.22353023213357204,Moderate Risk,0.27694579741842107
2021-01-01 09:00:00,0.8864249665562993,0.13172875995648317,0.005895075927430021,0.5012436657195694,0.9897407915734631,3.210994870781393e-05,0.06249221316802686,0.06987256616835266,0.7448137333180922,0.802685977903417,0.9842723037339445,0.000979163489293924,0.9991069567338299,0.7576876495423001,0.9576332221802266,2.266420502662715e-09,0.03244357084573452,0.3587034915712121,0.7225496158462772,0.011958546337015756,0.45339444266833495,0.9963653010383515,0.2337752470405547,High Risk,0.2283278245854111
